invoice_id,invoice_date,posting_date,store_id,customer_id,product_id,quantity,unit_price,gross_amount,discount_amount,net_amount,created_by,store_name,city,region,customer_name,customer_type,join_date
INV000141,2024-11-22,2024-11-23,S001,C030,P016,1,299000,299000,34700.0,264300.0,u_fajar,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Dewi Saputra,Retail,2021-11-24
INV000142,2024-11-08,2024-11-08,S001,C060,P023,5,349000,1745000,334200.0,1410800.0,u_gita,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Gita Hidayat,Retail,2022-01-25
INV000143,2024-02-29,2024-02-29,S001,C005,P010,8,99000,792000,0.0,792000.0,u_bella,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Oki Fauziah,Online,2021-02-24
INV000144,2024-04-30,2024-05-02,S002,C050,P015,6,349000,2094000,236500.0,1857500.0,u_gita,RetailCo Mall Bandung,Bandung,Jawa Barat,Budi Permata,Online,2022-04-17
INV000145,2024-10-27,2024-10-30,S002,C054,P021,2,249000,498000,58900.0,439100.0,u_gita,RetailCo Mall Bandung,Bandung,Jawa Barat,Sari Pangestu,Retail,2021-09-28
INV000146,2024-05-23,2024-05-23,S003,C028,P015,8,149000,1192000,184400.0,1007600.0,u_fajar,RetailCo Surabaya Center,Surabaya,Jawa Timur,Mega Kurniawan,Wholesale,2022-03-26
INV000147,2024-02-20,2024-02-23,S003,C070,P021,6,99000,594000,8000.0,586000.0,u_gita,RetailCo Surabaya Center,Surabaya,Jawa Timur,Teguh Putra,Retail,2021-05-05
INV000148,2024-05-21,2024-05-21,S001,C059,P003,4,349000,1396000,10600.0,1385400.0,u_andika,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Gita Pratama,Wholesale,2022-11-26
INV000149,2024-01-26,2024-01-27,S002,C017,P019,4,99000,396000,54100.0,341900.0,u_dwi,RetailCo Mall Bandung,Bandung,Jawa Barat,Agus Utomo,Wholesale,2023-01-18
INV000150,2024-10-27,2024-10-27,S002,C043,P025,3,299000,897000,108300.0,788700.0,u_andika,RetailCo Mall Bandung,Bandung,Jawa Barat,Fajar Pangestu,Retail,2023-12-27
INV000151,2024-05-21,2024-05-21,S002,C070,P009,3,99000,297000,34900.0,262100.0,u_andika,RetailCo Mall Bandung,Bandung,Jawa Barat,Teguh Putra,Retail,2021-05-05
INV000152,2024-03-08,2024-03-08,S003,C031,P019,6,99000,594000,73800.0,520200.0,u_citra,RetailCo Surabaya Center,Surabaya,Jawa Timur,Dian Syahputra,Retail,2023-02-28
INV000153,2024-05-15,2024-05-15,S002,C054,P017,2,349000,698000,36600.0,661400.0,u_bella,RetailCo Mall Bandung,Bandung,Jawa Barat,Sari Pangestu,Retail,2021-09-28
INV000154,2024-08-31,2024-09-01,S003,C066,P019,2,249000,498000,57900.0,440100.0,u_dwi,RetailCo Surabaya Center,Surabaya,Jawa Timur,Galih Putra,Wholesale,2021-05-01
INV000155,2024-11-10,2024-11-10,S005,C039,P015,1,99000,99000,11900.0,87100.0,u_hanif,RetailCo Denpasar Point,Denpasar,Bali,Joko Wibowo,Retail,2023-12-23
INV000156,2024-07-24,2024-07-25,S001,C063,P023,8,99000,792000,39600.0,752400.0,u_bella,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Eka Ramadhani,Online,2021-07-20
INV000157,2024-06-13,2024-06-15,S002,C009,P005,5,299000,1495000,344800.0,1150200.0,u_fajar,RetailCo Mall Bandung,Bandung,Jawa Barat,Wahyu Utomo,Retail,2022-03-17
INV000158,2024-07-14,2024-07-16,S005,C038,P015,9,299000,2691000,358400.0,2332600.0,u_gita,RetailCo Denpasar Point,Denpasar,Bali,Utami Fauziah,Online,2022-02-12
INV000159,2024-02-20,2024-02-23,S001,C071,P024,4,249000,996000,16500.0,979500.0,u_hanif,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Vina Pratama,Retail,2023-09-04
INV000160,2024-04-26,2024-04-27,S003,C059,P013,7,349000,2443000,356600.0,2086400.0,u_bella,RetailCo Surabaya Center,Surabaya,Jawa Timur,Gita Pratama,Wholesale,2022-11-26
INV000161,2024-06-09,2024-06-10,S003,C033,P012,3,349000,1047000,33300.0,1013700.0,u_hanif,RetailCo Surabaya Center,Surabaya,Jawa Timur,Rizky Anindya,Retail,2021-08-23
INV000162,2024-02-04,2024-02-04,S001,C012,P014,2,349000,698000,108300.0,589700.0,u_fajar,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Citra Ramadhani,Online,2021-09-13
INV000163,2024-03-07,2024-03-09,S001,C076,P018,9,199000,1791000,324400.0,1466600.0,u_bella,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Mega Syahputra,Retail,2021-06-17
INV000164,2024-07-29,2024-07-30,S004,C007,P010,10,199000,1990000,84700.0,1905300.0,u_fajar,RetailCo Medan Square,Medan,Sumatera Utara,Oki Ramadhani,Online,2022-07-24
INV000165,2024-02-23,2024-02-25,S005,C028,P005,8,149000,1192000,199600.0,992400.0,u_bella,RetailCo Denpasar Point,Denpasar,Bali,Mega Kurniawan,Wholesale,2022-03-26
INV000166,2024-06-28,2024-06-30,S003,C015,P025,5,299000,1495000,192700.0,1302300.0,u_dwi,RetailCo Surabaya Center,Surabaya,Jawa Timur,Eka Pratama,Online,2022-04-12
INV000167,2024-08-07,2024-08-09,S005,C079,P022,9,99000,891000,140400.0,750600.0,u_eka,RetailCo Denpasar Point,Denpasar,Bali,Putri Utomo,Wholesale,2021-09-26
INV000168,2024-01-15,2024-01-15,S003,C040,P011,6,99000,594000,138300.0,455700.0,u_citra,RetailCo Surabaya Center,Surabaya,Jawa Timur,Andi Syahputra,Wholesale,2023-09-28
INV000169,2024-03-14,2024-03-16,S004,C009,P005,1,99000,99000,8200.0,90800.0,u_dwi,RetailCo Medan Square,Medan,Sumatera Utara,Wahyu Utomo,Retail,2022-03-17
INV000170,2024-07-11,2024-07-12,S004,C044,P006,6,199000,1194000,56400.0,1137600.0,u_fajar,RetailCo Medan Square,Medan,Sumatera Utara,Indra Suryani,Online,2023-09-01
INV000171,2024-10-17,2024-10-19,S001,C007,P005,3,299000,897000,33800.0,863200.0,u_andika,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Oki Ramadhani,Online,2022-07-24
INV000172,2024-12-11,2024-12-11,S003,C057,P022,7,249000,1743000,74800.0,1668200.0,u_hanif,RetailCo Surabaya Center,Surabaya,Jawa Timur,Gita Mahendra,Wholesale,2023-05-18
INV000173,2024-07-31,2024-08-01,S002,C066,P004,6,249000,1494000,141300.0,1352700.0,u_bella,RetailCo Mall Bandung,Bandung,Jawa Barat,Galih Putra,Wholesale,2021-05-01
INV000174,2024-05-25,2024-05-28,S005,C063,P017,5,99000,495000,61300.0,433700.0,u_dwi,RetailCo Denpasar Point,Denpasar,Bali,Eka Ramadhani,Online,2021-07-20
INV000175,2024-07-21,2024-07-23,S001,C001,P007,5,149000,745000,88900.0,656100.0,u_citra,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Hadi Santoso,Online,2022-07-18
INV000176,2024-05-10,2024-05-11,S003,C016,P001,8,349000,2792000,440900.0,2351100.0,u_gita,RetailCo Surabaya Center,Surabaya,Jawa Timur,Teguh Wijaya,Retail,2021-07-26
INV000177,2024-03-30,2024-03-30,S004,C069,P023,4,299000,1196000,120700.0,1075300.0,u_fajar,RetailCo Medan Square,Medan,Sumatera Utara,Kurniasih Pangestu,Retail,2022-01-24
INV000178,2024-02-06,2024-02-07,S001,C056,P001,8,99000,792000,159800.0,632200.0,u_fajar,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Galih Mahendra,Retail,2021-07-13
INV000179,2024-10-21,2024-10-22,S005,C052,P023,7,199000,1393000,113500.0,1279500.0,u_bella,RetailCo Denpasar Point,Denpasar,Bali,Dewi Hidayat,Retail,2021-03-06
INV000180,2024-07-26,2024-07-26,S003,C022,P020,8,349000,2792000,810800.0,1981200.0,u_fajar,RetailCo Surabaya Center,Surabaya,Jawa Timur,Vina Pratama,Retail,2021-03-07
INV000181,2024-02-15,2024-02-16,S001,C032,P014,10,249000,2490000,358100.0,2131900.0,u_bella,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Agus Syahputra,Wholesale,2023-12-20
INV000182,2024-07-21,2024-07-22,S003,C029,P011,3,99000,297000,11900.0,285100.0,u_bella,RetailCo Surabaya Center,Surabaya,Jawa Timur,Indra Fauziah,Wholesale,2021-07-06
INV000183,2024-09-28,2024-09-30,S002,C045,P012,3,149000,447000,11200.0,435800.0,u_bella,RetailCo Mall Bandung,Bandung,Jawa Barat,Kurniasih Kusuma,Wholesale,2023-12-17
INV000184,2024-03-15,2024-03-16,S002,C023,P020,3,349000,1047000,140100.0,906900.0,u_bella,RetailCo Mall Bandung,Bandung,Jawa Barat,Vina Kurniawan,Wholesale,2021-05-16
INV000185,2024-03-31,2024-04-03,S004,C060,P025,10,299000,2990000,252200.0,2737800.0,u_hanif,RetailCo Medan Square,Medan,Sumatera Utara,Gita Hidayat,Retail,2022-01-25
INV000186,2024-12-14,2024-12-16,S005,C042,P021,6,149000,894000,134100.0,759900.0,u_hanif,RetailCo Denpasar Point,Denpasar,Bali,Putri Pratama,Retail,2021-06-11
INV000187,2024-02-04,2024-02-05,S004,C039,P009,10,99000,990000,131800.0,858200.0,u_fajar,RetailCo Medan Square,Medan,Sumatera Utara,Joko Wibowo,Retail,2023-12-23
INV000188,2024-09-16,2024-09-16,S003,C060,P015,1,99000,99000,9400.0,89600.0,u_fajar,RetailCo Surabaya Center,Surabaya,Jawa Timur,Gita Hidayat,Retail,2022-01-25
INV000189,2024-05-26,2024-05-26,S001,C079,P020,9,249000,2241000,91300.0,2149700.0,u_hanif,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Putri Utomo,Wholesale,2021-09-26
INV000190,2024-10-24,2024-10-26,S001,C058,P019,4,199000,796000,0.0,796000.0,u_hanif,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Cahya Ramadhani,Online,2021-04-21
INV000191,2024-09-13,2024-09-13,S001,C058,P004,6,349000,2094000,143900.0,1950100.0,u_bella,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Cahya Ramadhani,Online,2021-04-21
INV000192,2024-09-15,2024-09-18,S002,C006,P008,8,249000,1992000,318600.0,1673400.0,u_citra,RetailCo Mall Bandung,Bandung,Jawa Barat,Kurniasih Putra,Online,2023-05-10
INV000193,2024-07-05,2024-07-06,S003,C050,P014,6,349000,2094000,240800.0,1853200.0,u_andika,RetailCo Surabaya Center,Surabaya,Jawa Timur,Budi Permata,Online,2022-04-17
INV000194,2024-11-19,2024-11-22,S003,C009,P011,2,299000,598000,7700.0,590300.0,u_gita,RetailCo Surabaya Center,Surabaya,Jawa Timur,Wahyu Utomo,Retail,2022-03-17
INV000195,2024-05-25,2024-05-26,S005,C020,P011,2,299000,598000,67000.0,531000.0,u_citra,RetailCo Denpasar Point,Denpasar,Bali,Kurnia Hidayat,Retail,2023-08-05
INV000196,2024-06-28,2024-06-29,S004,C017,P020,2,199000,398000,50500.0,347500.0,u_gita,RetailCo Medan Square,Medan,Sumatera Utara,Agus Utomo,Wholesale,2023-01-18
INV000197,2024-11-25,2024-11-26,S002,C068,P003,7,299000,2093000,79800.0,2013200.0,u_fajar,RetailCo Mall Bandung,Bandung,Jawa Barat,Rizky Ramadhani,Wholesale,2023-05-17
INV000198,2024-01-10,2024-01-11,S003,C024,P007,6,249000,1494000,165500.0,1328500.0,u_dwi,RetailCo Surabaya Center,Surabaya,Jawa Timur,Nanda Permata,Online,2022-10-07
INV000199,2024-04-25,2024-04-25,S002,C010,P010,2,299000,598000,62200.0,535800.0,u_andika,RetailCo Mall Bandung,Bandung,Jawa Barat,Wahyu Saputra,Retail,2023-02-18
INV000200,2024-12-04,2024-12-05,S005,C017,P020,7,149000,1043000,20900.0,1022100.0,u_citra,RetailCo Denpasar Point,Denpasar,Bali,Agus Utomo,Wholesale,2023-01-18
INV000201,2024-04-02,2024-04-05,S005,C022,P024,8,99000,792000,99000.0,693000.0,u_gita,RetailCo Denpasar Point,Denpasar,Bali,Vina Pratama,Retail,2021-03-07
INV000202,2024-07-05,2024-07-08,S002,C057,P020,5,349000,1745000,243000.0,1502000.0,u_hanif,RetailCo Mall Bandung,Bandung,Jawa Barat,Gita Mahendra,Wholesale,2023-05-18
INV000203,2024-04-29,2024-05-01,S002,C040,P016,4,199000,796000,139900.0,656100.0,u_hanif,RetailCo Mall Bandung,Bandung,Jawa Barat,Andi Syahputra,Wholesale,2023-09-28
INV000204,2024-08-24,2024-08-25,S004,C065,P017,7,149000,1043000,181200.0,861800.0,u_dwi,RetailCo Medan Square,Medan,Sumatera Utara,Putri Kusuma,Wholesale,2023-09-22
INV000205,2024-11-05,2024-11-05,S003,C007,P021,8,199000,1592000,5700.0,1586300.0,u_bella,RetailCo Surabaya Center,Surabaya,Jawa Timur,Oki Ramadhani,Online,2022-07-24
INV000206,2024-12-30,2024-12-31,S001,C037,P003,3,199000,597000,20500.0,576500.0,u_hanif,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Iqbal Kusuma,Online,2021-08-06
INV000207,2024-09-19,2024-09-19,S004,C012,P008,8,199000,1592000,216600.0,1375400.0,u_andika,RetailCo Medan Square,Medan,Sumatera Utara,Citra Ramadhani,Online,2021-09-13
INV000208,2024-07-31,2024-07-31,S004,C065,P012,4,249000,996000,135400.0,860600.0,u_bella,RetailCo Medan Square,Medan,Sumatera Utara,Putri Kusuma,Wholesale,2023-09-22
INV000209,2024-07-10,2024-07-10,S001,C041,P004,6,149000,894000,121600.0,772400.0,u_citra,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Budi Saputra,Wholesale,2022-09-22
INV000210,2024-01-20,2024-01-21,S004,C018,P025,8,249000,1992000,697200.0,1294800.0,u_andika,RetailCo Medan Square,Medan,Sumatera Utara,Kartika Wibowo,Wholesale,2022-03-06
INV000211,2024-02-10,2024-02-10,S003,C028,P005,9,349000,3141000,439600.0,2701400.0,u_gita,RetailCo Surabaya Center,Surabaya,Jawa Timur,Mega Kurniawan,Wholesale,2022-03-26
INV000212,2024-02-26,2024-02-27,S002,C039,P004,1,149000,149000,26700.0,122300.0,u_gita,RetailCo Mall Bandung,Bandung,Jawa Barat,Joko Wibowo,Retail,2023-12-23
INV000213,2024-11-23,2024-11-25,S004,C009,P004,8,299000,2392000,398900.0,1993100.0,u_andika,RetailCo Medan Square,Medan,Sumatera Utara,Wahyu Utomo,Retail,2022-03-17
INV000214,2024-11-19,2024-11-21,S005,C031,P023,3,199000,597000,86900.0,510100.0,u_gita,RetailCo Denpasar Point,Denpasar,Bali,Dian Syahputra,Retail,2023-02-28
INV000215,2024-01-01,2024-01-03,S003,C031,P019,7,149000,1043000,81300.0,961700.0,u_bella,RetailCo Surabaya Center,Surabaya,Jawa Timur,Dian Syahputra,Retail,2023-02-28
INV000216,2024-09-25,2024-09-26,S001,C068,P018,9,299000,2691000,412100.0,2278900.0,u_andika,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Rizky Ramadhani,Wholesale,2023-05-17
INV000217,2024-07-18,2024-07-19,S001,C050,P012,5,349000,1745000,80100.0,1664900.0,u_andika,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Budi Permata,Online,2022-04-17
INV000218,2024-07-01,2024-07-01,S003,C031,P024,2,299000,598000,49900.0,548100.0,u_fajar,RetailCo Surabaya Center,Surabaya,Jawa Timur,Dian Syahputra,Retail,2023-02-28
INV000219,2024-03-09,2024-03-09,S003,C070,P011,3,349000,1047000,69100.0,977900.0,u_hanif,RetailCo Surabaya Center,Surabaya,Jawa Timur,Teguh Putra,Retail,2021-05-05
INV000220,2024-12-22,2024-12-23,S002,C018,P003,8,99000,792000,83700.0,708300.0,u_eka,RetailCo Mall Bandung,Bandung,Jawa Barat,Kartika Wibowo,Wholesale,2022-03-06
INV000221,2024-04-13,2024-04-13,S002,C006,P011,5,299000,1495000,391700.0,1103300.0,u_gita,RetailCo Mall Bandung,Bandung,Jawa Barat,Kurniasih Putra,Online,2023-05-10
INV000222,2024-10-05,2024-10-06,S003,C005,P025,4,199000,796000,0.0,796000.0,u_fajar,RetailCo Surabaya Center,Surabaya,Jawa Timur,Oki Fauziah,Online,2021-02-24
INV000223,2024-01-25,2024-01-28,S003,C035,P004,6,249000,1494000,221200.0,1272800.0,u_gita,RetailCo Surabaya Center,Surabaya,Jawa Timur,Hadi Rahmawati,Wholesale,2021-11-20
INV000224,2024-08-13,2024-08-14,S003,C024,P016,8,199000,1592000,0.0,1592000.0,u_eka,RetailCo Surabaya Center,Surabaya,Jawa Timur,Nanda Permata,Online,2022-10-07
INV000225,2024-02-12,2024-02-15,S004,C011,P014,10,149000,1490000,99800.0,1390200.0,u_eka,RetailCo Medan Square,Medan,Sumatera Utara,Gita Wibowo,Wholesale,2022-06-26
INV000226,2024-06-13,2024-06-13,S001,C042,P022,5,199000,995000,175300.0,819700.0,u_hanif,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Putri Pratama,Retail,2021-06-11
INV000227,2024-11-04,2024-11-07,S004,C022,P023,8,199000,1592000,166400.0,1425600.0,u_hanif,RetailCo Medan Square,Medan,Sumatera Utara,Vina Pratama,Retail,2021-03-07
INV000228,2024-01-22,2024-01-25,S003,C079,P014,5,349000,1745000,42900.0,1702100.0,u_andika,RetailCo Surabaya Center,Surabaya,Jawa Timur,Putri Utomo,Wholesale,2021-09-26
INV000229,2024-02-08,2024-02-11,S004,C047,P017,3,99000,297000,14800.0,282200.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Utami Kurniawan,Online,2023-02-04
INV000230,2024-11-07,2024-11-10,S004,C005,P005,2,149000,298000,44000.0,254000.0,u_fajar,RetailCo Medan Square,Medan,Sumatera Utara,Oki Fauziah,Online,2021-02-24
INV000231,2024-07-04,2024-07-05,S005,C005,P020,3,349000,1047000,51200.0,995800.0,u_hanif,RetailCo Denpasar Point,Denpasar,Bali,Oki Fauziah,Online,2021-02-24
INV000232,2024-07-08,2024-07-09,S004,C010,P019,3,299000,897000,103300.0,793700.0,u_fajar,RetailCo Medan Square,Medan,Sumatera Utara,Wahyu Saputra,Retail,2023-02-18
INV000233,2024-07-22,2024-07-23,S003,C032,P004,1,349000,349000,36000.0,313000.0,u_citra,RetailCo Surabaya Center,Surabaya,Jawa Timur,Agus Syahputra,Wholesale,2023-12-20
INV000234,2024-09-12,2024-09-14,S004,C072,P004,5,199000,995000,54100.0,940900.0,u_hanif,RetailCo Medan Square,Medan,Sumatera Utara,Iqbal Fauziah,Retail,2021-04-27
INV000235,2024-04-19,2024-04-21,S003,C063,P007,2,149000,298000,74500.0,223500.0,u_bella,RetailCo Surabaya Center,Surabaya,Jawa Timur,Eka Ramadhani,Online,2021-07-20
INV000236,2024-08-19,2024-08-19,S004,C012,P022,6,349000,2094000,302300.0,1791700.0,u_fajar,RetailCo Medan Square,Medan,Sumatera Utara,Citra Ramadhani,Online,2021-09-13
INV000237,2024-12-29,2024-12-29,S005,C070,P010,5,149000,745000,0.0,745000.0,u_citra,RetailCo Denpasar Point,Denpasar,Bali,Teguh Putra,Retail,2021-05-05
INV000238,2024-07-04,2024-07-06,S002,C016,P007,3,149000,447000,50500.0,396500.0,u_hanif,RetailCo Mall Bandung,Bandung,Jawa Barat,Teguh Wijaya,Retail,2021-07-26
INV000239,2024-01-14,2024-01-15,S005,C074,P012,8,299000,2392000,128400.0,2263600.0,u_citra,RetailCo Denpasar Point,Denpasar,Bali,Nadia Wijaya,Online,2022-04-27
INV000240,2024-11-09,2024-11-09,S001,C040,P013,8,299000,2392000,381900.0,2010100.0,u_gita,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Andi Syahputra,Wholesale,2023-09-28
INV000241,2024-07-28,2024-07-30,S001,C017,P011,2,249000,498000,22200.0,475800.0,u_hanif,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Agus Utomo,Wholesale,2023-01-18
INV000242,2024-12-14,2024-12-16,S003,C017,P025,9,349000,3141000,288900.0,2852100.0,u_citra,RetailCo Surabaya Center,Surabaya,Jawa Timur,Agus Utomo,Wholesale,2023-01-18
INV000243,2024-03-07,2024-03-08,S005,C008,P004,9,149000,1341000,181500.0,1159500.0,u_eka,RetailCo Denpasar Point,Denpasar,Bali,Andi Kusuma,Online,2023-05-16
INV000244,2024-03-25,2024-03-25,S003,C029,P012,9,199000,1791000,287600.0,1503400.0,u_bella,RetailCo Surabaya Center,Surabaya,Jawa Timur,Indra Fauziah,Wholesale,2021-07-06
INV000245,2024-05-08,2024-05-08,S005,C036,P005,5,299000,1495000,23900.0,1471100.0,u_bella,RetailCo Denpasar Point,Denpasar,Bali,Farhan Santoso,Online,2022-06-24
INV000246,2024-09-14,2024-09-17,S002,C076,P019,3,149000,447000,34200.0,412800.0,u_fajar,RetailCo Mall Bandung,Bandung,Jawa Barat,Mega Syahputra,Retail,2021-06-17
INV000247,2024-10-15,2024-10-15,S001,C011,P002,10,199000,1990000,132800.0,1857200.0,u_dwi,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Gita Wibowo,Wholesale,2022-06-26
INV000248,2024-10-19,2024-10-20,S005,C004,P016,9,199000,1791000,97200.0,1693800.0,u_eka,RetailCo Denpasar Point,Denpasar,Bali,Citra Santoso,Retail,2022-03-24
INV000249,2024-09-04,2024-09-04,S004,C039,P015,2,349000,698000,156100.0,541900.0,u_andika,RetailCo Medan Square,Medan,Sumatera Utara,Joko Wibowo,Retail,2023-12-23
INV000250,2024-03-21,2024-03-22,S004,C062,P015,4,199000,796000,102200.0,693800.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Lestari Utomo,Wholesale,2022-05-27
INV000251,2024-06-09,2024-06-12,S003,C045,P013,3,199000,597000,7000.0,590000.0,u_bella,RetailCo Surabaya Center,Surabaya,Jawa Timur,Kurniasih Kusuma,Wholesale,2023-12-17
INV000252,2024-06-12,2024-06-12,S004,C016,P009,8,149000,1192000,195800.0,996200.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Teguh Wijaya,Retail,2021-07-26
INV000253,2024-02-19,2024-02-19,S003,C050,P020,7,149000,1043000,259200.0,783800.0,u_citra,RetailCo Surabaya Center,Surabaya,Jawa Timur,Budi Permata,Online,2022-04-17
INV000254,2024-06-16,2024-06-18,S003,C025,P025,3,249000,747000,128700.0,618300.0,u_hanif,RetailCo Surabaya Center,Surabaya,Jawa Timur,Nanda Pangestu,Wholesale,2023-07-29
INV000255,2024-09-12,2024-09-13,S004,C003,P003,7,299000,2093000,0.0,2093000.0,u_hanif,RetailCo Medan Square,Medan,Sumatera Utara,Kurnia Wijaya,Online,2023-05-15
INV000256,2024-05-03,2024-05-03,S005,C046,P002,1,199000,199000,13200.0,185800.0,u_hanif,RetailCo Denpasar Point,Denpasar,Bali,Nadia Mahendra,Retail,2022-02-16
INV000257,2024-11-01,2024-11-04,S004,C037,P018,1,99000,99000,18700.0,80300.0,u_gita,RetailCo Medan Square,Medan,Sumatera Utara,Iqbal Kusuma,Online,2021-08-06
INV000258,2024-03-09,2024-03-10,S003,C052,P012,1,249000,249000,12600.0,236400.0,u_andika,RetailCo Surabaya Center,Surabaya,Jawa Timur,Dewi Hidayat,Retail,2021-03-06
INV000259,2024-10-18,2024-10-20,S002,C047,P018,5,99000,495000,64900.0,430100.0,u_gita,RetailCo Mall Bandung,Bandung,Jawa Barat,Utami Kurniawan,Online,2023-02-04
INV000260,2024-09-15,2024-09-16,S005,C036,P020,10,99000,990000,152700.0,837300.0,u_citra,RetailCo Denpasar Point,Denpasar,Bali,Farhan Santoso,Online,2022-06-24
INV000261,2024-02-19,2024-02-20,S003,C044,P018,6,149000,894000,31400.0,862600.0,u_dwi,RetailCo Surabaya Center,Surabaya,Jawa Timur,Indra Suryani,Online,2023-09-01
INV000262,2024-11-04,2024-11-06,S004,C065,P002,1,99000,99000,9500.0,89500.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Putri Kusuma,Wholesale,2023-09-22
INV000263,2024-12-31,2024-12-31,S004,C067,P015,3,299000,897000,0.0,897000.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Kartika Kurniawan,Retail,2023-03-11
INV000264,2024-06-16,2024-06-18,S003,C021,P013,10,349000,3490000,98700.0,3391300.0,u_eka,RetailCo Surabaya Center,Surabaya,Jawa Timur,Agus Utomo,Online,2022-03-26
INV000265,2024-10-30,2024-10-31,S005,C066,P018,8,349000,2792000,229800.0,2562200.0,u_eka,RetailCo Denpasar Point,Denpasar,Bali,Galih Putra,Wholesale,2021-05-01
INV000266,2024-08-31,2024-08-31,S003,C043,P022,2,249000,498000,6300.0,491700.0,u_eka,RetailCo Surabaya Center,Surabaya,Jawa Timur,Fajar Pangestu,Retail,2023-12-27
INV000267,2024-12-18,2024-12-21,S001,C077,P016,5,349000,1745000,373900.0,1371100.0,u_dwi,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Cahya Permata,Online,2023-12-07
INV000268,2024-01-27,2024-01-29,S004,C022,P017,10,249000,2490000,0.0,2490000.0,u_citra,RetailCo Medan Square,Medan,Sumatera Utara,Vina Pratama,Retail,2021-03-07
INV000269,2024-12-14,2024-12-14,S001,C074,P023,2,149000,298000,20600.0,277400.0,u_andika,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Nadia Wijaya,Online,2022-04-27
INV000270,2024-08-13,2024-08-14,S004,C020,P014,4,249000,996000,108700.0,887300.0,u_hanif,RetailCo Medan Square,Medan,Sumatera Utara,Kurnia Hidayat,Retail,2023-08-05
INV000271,2024-02-01,2024-02-04,S002,C067,P007,9,199000,1791000,359800.0,1431200.0,u_hanif,RetailCo Mall Bandung,Bandung,Jawa Barat,Kartika Kurniawan,Retail,2023-03-11
INV000272,2024-09-26,2024-09-27,S003,C023,P015,9,199000,1791000,0.0,1791000.0,u_fajar,RetailCo Surabaya Center,Surabaya,Jawa Timur,Vina Kurniawan,Wholesale,2021-05-16
INV000273,2024-12-12,2024-12-15,S003,C079,P016,4,149000,596000,108100.0,487900.0,u_eka,RetailCo Surabaya Center,Surabaya,Jawa Timur,Putri Utomo,Wholesale,2021-09-26
INV000274,2024-10-12,2024-10-13,S002,C039,P025,5,349000,1745000,175700.0,1569300.0,u_dwi,RetailCo Mall Bandung,Bandung,Jawa Barat,Joko Wibowo,Retail,2023-12-23
INV000275,2024-12-19,2024-12-22,S004,C041,P016,6,299000,1794000,56100.0,1737900.0,u_eka,RetailCo Medan Square,Medan,Sumatera Utara,Budi Saputra,Wholesale,2022-09-22
INV000276,2024-05-27,2024-05-27,S005,C070,P013,7,199000,1393000,184400.0,1208600.0,u_citra,RetailCo Denpasar Point,Denpasar,Bali,Teguh Putra,Retail,2021-05-05
INV000277,2024-05-28,2024-05-28,S003,C011,P012,8,349000,2792000,318100.0,2473900.0,u_eka,RetailCo Surabaya Center,Surabaya,Jawa Timur,Gita Wibowo,Wholesale,2022-06-26
INV000278,2024-09-02,2024-09-02,S002,C069,P009,9,349000,3141000,182100.0,2958900.0,u_eka,RetailCo Mall Bandung,Bandung,Jawa Barat,Kurniasih Pangestu,Retail,2022-01-24
INV000279,2024-03-11,2024-03-11,S005,C076,P008,4,99000,396000,41500.0,354500.0,u_dwi,RetailCo Denpasar Point,Denpasar,Bali,Mega Syahputra,Retail,2021-06-17
INV000280,2024-11-22,2024-11-22,S001,C013,P014,6,349000,2094000,152900.0,1941100.0,u_hanif,RetailCo Plaza Jakarta,Jakarta,Jabodetabek,Agus Wijaya,Online,2022-08-24
